gene	n_isolates	prevalence	single_copy_frac	excluded_reason	is_core_cds
group_7253	3	0.0024	1.0		False
group_7242	3	0.0024	1.0		False
group_7241	3	0.0024	1.0		False
group_7238	3	0.0024	1.0		False
group_7230	3	0.0024	1.0		False
group_7220	3	0.0024	1.0		False
group_7212	3	0.0024	1.0		False
group_7191	3	0.0024	1.0		False
group_7184	3	0.0024	1.0		False
group_7165	3	0.0024	1.0		False
group_7164	3	0.0024	1.0		False
group_7154	3	0.0024	1.0		False
group_7149	3	0.0024	1.0		False
group_7128	3	0.0024	1.0		False
group_7127	3	0.0024	1.0		False
group_7103	3	0.0024	1.0		False
group_7077	3	0.0024	1.0		False
group_7076	3	0.0024	1.0		False
group_7028	3	0.0024	1.0		False
group_7015	3	0.0024	1.0		False
group_6984	3	0.0024	1.0		False
group_6978	3	0.0024	1.0		False
group_6973	3	0.0024	1.0		False
group_6918	3	0.0024	1.0		False
group_6916	3	0.0024	1.0		False
group_6862	3	0.0024	1.0		False
group_6861	3	0.0024	1.0		False
group_6830	3	0.0024	1.0		False
group_6807	3	0.0024	1.0		False
group_6770	3	0.0024	1.0		False
group_6755	3	0.0024	1.0		False
group_6696	3	0.0024	1.0		False
group_6695	3	0.0024	1.0		False
group_6694	3	0.0024	1.0		False
group_6683	3	0.0024	1.0		False
group_6673	3	0.0024	1.0		False
group_6671	3	0.0024	1.0		False
group_6666	3	0.0024	1.0		False
group_6642	3	0.0024	1.0		False
hlyD	3	0.0024	1.0		False
group_6589	3	0.0024	1.0		False
group_6588	3	0.0024	1.0		False
group_6586	3	0.0024	1.0		False
group_6585	3	0.0024	1.0		False
group_6584	3	0.0024	1.0		False
group_6583	3	0.0024	1.0		False
group_6582	3	0.0024	1.0		False
sel30	3	0.0024	1.0		False
group_6581	3	0.0024	1.0		False
group_6580	3	0.0024	1.0		False
group_6570	3	0.0024	1.0		False
group_6567	3	0.0024	1.0		False
group_6537	3	0.0024	1.0		False
group_6531	3	0.0024	1.0		False
group_6530	3	0.0024	1.0		False
ytbD	3	0.0024	1.0		False
group_6520	3	0.0024	1.0		False
group_6498	3	0.0024	1.0		False
group_6497	3	0.0024	1.0		False
group_6496	3	0.0024	1.0		False
group_6495	3	0.0024	1.0		False
group_6494	3	0.0024	1.0		False
group_6493	3	0.0024	1.0		False
group_6448	3	0.0024	1.0		False
group_6444	3	0.0024	1.0		False
group_6430	3	0.0024	1.0		False
group_6429	3	0.0024	1.0		False
group_6384	3	0.0024	1.0		False
group_6211	3	0.0024	1.0		False
group_6192	3	0.0024	1.0		False
group_6191	3	0.0024	1.0		False
group_6169	3	0.0024	1.0		False
group_6164	3	0.0024	1.0		False
group_6162	3	0.0024	1.0		False
group_6151	3	0.0024	1.0		False
group_6143	3	0.0024	1.0		False
fosY~~~fosD	3	0.0024	1.0		False
group_6054	3	0.0024	1.0		False
group_6053	3	0.0024	1.0		False
group_6052	3	0.0024	1.0		False
group_6051	3	0.0024	1.0		False
group_6050	3	0.0024	1.0		False
group_6047	3	0.0024	1.0		False
group_6046	3	0.0024	1.0		False
narB	3	0.0024	1.0		False
narA	3	0.0024	1.0		False
group_6038	3	0.0024	1.0		False
group_6025	3	0.0024	1.0		False
group_6024	3	0.0024	1.0		False
vgaA	3	0.0024	1.0		False
group_6009	3	0.0024	1.0		False
group_6008	3	0.0024	1.0		False
group_5984	3	0.0024	1.0		False
group_5963	3	0.0024	1.0		False
group_5910	3	0.0024	1.0		False
group_5774	3	0.0024	1.0		False
group_5654	3	0.0024	0.3333		False
group_5438	3	0.0024	1.0		False
group_5421	3	0.0024	1.0		False
group_5381	3	0.0024	1.0		False
group_5166	3	0.0024	1.0		False
group_4861	3	0.0024	1.0		False
group_4670	3	0.0024	1.0		False
group_4587	3	0.0024	1.0		False
group_4179	3	0.0024	1.0		False
group_4115	3	0.0024	1.0		False
group_4096	3	0.0024	1.0		False
group_3968	3	0.0024	1.0		False
group_3943	3	0.0024	1.0		False
group_3887	3	0.0024	1.0		False
group_3878	3	0.0024	1.0		False
group_3855	3	0.0024	1.0		False
group_3813	3	0.0024	0.6667		False
group_3729	3	0.0024	1.0		False
group_3683	3	0.0024	1.0		False
group_3664	3	0.0024	1.0		False
group_3529	3	0.0024	1.0		False
group_3368	3	0.0024	1.0		False
group_3359	3	0.0024	1.0		False
group_3318	3	0.0024	1.0		False
group_3310	3	0.0024	1.0		False
group_3308	3	0.0024	0.6667		False
group_3255	3	0.0024	1.0		False
group_3249	3	0.0024	1.0		False
group_3247	3	0.0024	1.0		False
group_3016	3	0.0024	1.0		False
group_2963	3	0.0024	1.0		False
group_2892	3	0.0024	1.0		False
group_2863	3	0.0024	1.0		False
group_2845	3	0.0024	1.0		False
group_2840	3	0.0024	1.0		False
group_2830	3	0.0024	1.0		False
group_2805	3	0.0024	1.0		False
group_2767	3	0.0024	1.0		False
group_2766	3	0.0024	1.0		False
group_2763	3	0.0024	1.0		False
group_2727	3	0.0024	1.0		False
group_2717	3	0.0024	0.6667		False
group_2675	3	0.0024	1.0		False
group_2662	3	0.0024	1.0		False
group_2649	3	0.0024	1.0		False
group_2647	3	0.0024	1.0		False
group_2620	3	0.0024	0.6667		False
group_2619	3	0.0024	0.6667		False
group_2617	3	0.0024	1.0		False
group_2594	3	0.0024	1.0		False
group_2570	3	0.0024	1.0		False
group_2566	3	0.0024	1.0		False
group_2551	3	0.0024	1.0		False
group_2481	3	0.0024	1.0		False
group_2424	3	0.0024	0.6667		False
group_2423	3	0.0024	1.0		False
yfmJ	3	0.0024	1.0		False
group_2329	3	0.0024	1.0		False
group_2245	3	0.0024	1.0		False
group_2170	3	0.0024	1.0		False
group_2055	3	0.0024	1.0		False
group_2040	3	0.0024	1.0		False
group_1944	3	0.0024	1.0		False
group_1919	3	0.0024	1.0		False
group_1891	3	0.0024	1.0		False
group_1833	3	0.0024	1.0		False
group_1830	3	0.0024	1.0		False
group_1827	3	0.0024	1.0		False
group_1826	3	0.0024	1.0		False
group_1809	3	0.0024	1.0		False
group_1806	3	0.0024	1.0		False
group_1799	3	0.0024	1.0		False
group_1786	3	0.0024	1.0		False
group_1779	3	0.0024	1.0		False
group_1778	3	0.0024	1.0		False
group_1769	3	0.0024	1.0		False
group_1733	3	0.0024	1.0		False
group_1730	3	0.0024	1.0		False
group_1707	3	0.0024	1.0		False
group_1701	3	0.0024	1.0		False
group_1698	3	0.0024	1.0		False
group_1697	3	0.0024	1.0		False
group_1696	3	0.0024	1.0		False
group_1694	3	0.0024	1.0		False
group_1681	3	0.0024	1.0		False
group_1680	3	0.0024	1.0		False
group_1677	3	0.0024	1.0		False
group_1667	3	0.0024	1.0		False
group_1664	3	0.0024	1.0		False
group_1662	3	0.0024	1.0		False
group_1651	3	0.0024	1.0		False
group_1598	3	0.0024	1.0		False
group_1537	3	0.0024	1.0		False
group_1533	3	0.0024	1.0		False
group_1522	3	0.0024	1.0		False
group_1518	3	0.0024	1.0		False
group_1509	3	0.0024	1.0		False
group_1480	3	0.0024	1.0		False
group_1475	3	0.0024	1.0		False
group_1469	3	0.0024	1.0		False
group_1452	3	0.0024	1.0		False
group_1437	3	0.0024	1.0		False
group_1436	3	0.0024	1.0		False
group_1435	3	0.0024	1.0		False
group_1434	3	0.0024	1.0		False
group_1431	3	0.0024	1.0		False
group_1430	3	0.0024	1.0		False
group_1429	3	0.0024	1.0		False
group_1428	3	0.0024	1.0		False
group_1427	3	0.0024	1.0		False
group_1425	3	0.0024	1.0		False
group_1424	3	0.0024	1.0		False
group_1423	3	0.0024	1.0		False
hptR	3	0.0024	1.0		False
group_1395	3	0.0024	1.0		False
group_1391	3	0.0024	1.0		False
group_1389	3	0.0024	1.0		False
group_1388	3	0.0024	1.0		False
group_1387	3	0.0024	1.0		False
group_1386	3	0.0024	1.0		False
group_1385	3	0.0024	1.0		False
group_1384	3	0.0024	1.0		False
group_1383	3	0.0024	1.0		False
group_1336	3	0.0024	1.0		False
group_1272	3	0.0024	1.0		False
group_1252	3	0.0024	1.0		False
group_1249	3	0.0024	1.0		False
group_1248	3	0.0024	1.0		False
group_1222	3	0.0024	1.0		False
group_1214	3	0.0024	1.0		False
group_1200	3	0.0024	1.0		False
group_1194	3	0.0024	1.0		False
group_1173	3	0.0024	1.0		False
group_1068	3	0.0024	1.0		False
group_1059	3	0.0024	0.6667		False
group_1054	3	0.0024	1.0		False
group_1053	3	0.0024	1.0		False
group_1009	3	0.0024	1.0		False
group_960	3	0.0024	1.0		False
group_871	3	0.0024	1.0		False
group_857	3	0.0024	1.0		False
group_855	3	0.0024	1.0		False
group_818	3	0.0024	1.0		False
group_797	3	0.0024	1.0		False
group_613	3	0.0024	1.0		False
group_582	3	0.0024	1.0		False
group_534	3	0.0024	1.0		False
group_434	3	0.0024	1.0		False
group_407	3	0.0024	1.0		False
group_365	3	0.0024	1.0		False
group_337	3	0.0024	1.0		False
group_300	3	0.0024	0.6667		False
group_204	3	0.0024	1.0		False
group_7667	2	0.0016	0.5		False
group_7657	2	0.0016	1.0		False
group_7656	2	0.0016	1.0		False
group_7604	2	0.0016	1.0		False
group_7597	2	0.0016	1.0		False
group_7596	2	0.0016	1.0		False
group_7576	2	0.0016	0.5		False
group_7565	2	0.0016	1.0		False
group_7561	2	0.0016	1.0		False
group_7555	2	0.0016	1.0		False
group_7551	2	0.0016	1.0		False
group_7546	2	0.0016	1.0		False
group_7528	2	0.0016	1.0		False
group_7524	2	0.0016	1.0		False
group_7520	2	0.0016	1.0		False
group_7507	2	0.0016	1.0		False
group_7500	2	0.0016	1.0		False
group_7499	2	0.0016	1.0		False
group_7488	2	0.0016	1.0		False
group_7481	2	0.0016	1.0		False
group_7471	2	0.0016	1.0		False
group_7470	2	0.0016	1.0		False
group_7457	2	0.0016	0.5		False
group_7455	2	0.0016	1.0		False
group_7430	2	0.0016	1.0		False
group_7417	2	0.0016	1.0		False
group_7415	2	0.0016	1.0		False
group_7408	2	0.0016	0.5		False
group_7399	2	0.0016	1.0		False
group_7381	2	0.0016	1.0		False
group_7378	2	0.0016	1.0		False
group_7355	2	0.0016	1.0		False
group_7341	2	0.0016	1.0		False
group_7333	2	0.0016	1.0		False
group_7332	2	0.0016	1.0		False
group_7315	2	0.0016	1.0		False
group_7314	2	0.0016	1.0		False
group_7313	2	0.0016	1.0		False
group_7312	2	0.0016	1.0		False
group_7311	2	0.0016	1.0		False
group_7307	2	0.0016	1.0		False
group_7306	2	0.0016	1.0		False
group_7302	2	0.0016	1.0		False
group_7301	2	0.0016	1.0		False
group_7298	2	0.0016	1.0		False
group_7295	2	0.0016	1.0		False
group_7294	2	0.0016	1.0		False
group_7293	2	0.0016	1.0		False
group_7290	2	0.0016	1.0		False
group_7286	2	0.0016	1.0		False
group_7285	2	0.0016	1.0		False
group_7284	2	0.0016	1.0		False
group_7276	2	0.0016	1.0		False
group_7275	2	0.0016	1.0		False
group_7274	2	0.0016	1.0		False
group_7273	2	0.0016	1.0		False
group_7272	2	0.0016	1.0		False
group_7271	2	0.0016	1.0		False
group_7270	2	0.0016	1.0		False
group_7269	2	0.0016	1.0		False
group_7268	2	0.0016	1.0		False
group_7267	2	0.0016	1.0		False
group_7266	2	0.0016	1.0		False
group_7265	2	0.0016	1.0		False
group_7264	2	0.0016	1.0		False
group_7263	2	0.0016	1.0		False
group_7262	2	0.0016	1.0		False
group_7261	2	0.0016	1.0		False
group_7260	2	0.0016	1.0		False
group_7259	2	0.0016	1.0		False
group_7258	2	0.0016	1.0		False
group_7257	2	0.0016	1.0		False
group_7247	2	0.0016	1.0		False
group_7246	2	0.0016	1.0		False
group_7245	2	0.0016	1.0		False
see	2	0.0016	1.0		False
group_7235	2	0.0016	1.0		False
group_7226	2	0.0016	1.0		False
group_7223	2	0.0016	1.0		False
group_7221	2	0.0016	1.0		False
group_7219	2	0.0016	1.0		False
group_7210	2	0.0016	1.0		False
group_7207	2	0.0016	1.0		False
group_7206	2	0.0016	1.0		False
group_7205	2	0.0016	1.0		False
group_7204	2	0.0016	1.0		False
group_7195	2	0.0016	1.0		False
group_7188	2	0.0016	1.0		False
group_7186	2	0.0016	1.0		False
group_7178	2	0.0016	1.0		False
group_7171	2	0.0016	1.0		False
group_7169	2	0.0016	1.0		False
group_7168	2	0.0016	1.0		False
group_7167	2	0.0016	1.0		False
group_7166	2	0.0016	1.0		False
group_7159	2	0.0016	1.0		False
group_7157	2	0.0016	1.0		False
group_7156	2	0.0016	1.0		False
group_7155	2	0.0016	1.0		False
group_7153	2	0.0016	1.0		False
group_7152	2	0.0016	1.0		False
group_7151	2	0.0016	1.0		False
group_7147	2	0.0016	1.0		False
group_7146	2	0.0016	1.0		False
group_7145	2	0.0016	1.0		False
group_7144	2	0.0016	1.0		False
group_7143	2	0.0016	1.0		False
group_7130	2	0.0016	1.0		False
group_7129	2	0.0016	1.0		False
group_7114	2	0.0016	1.0		False
group_7104	2	0.0016	1.0		False
group_7084	2	0.0016	1.0		False
group_7052	2	0.0016	1.0		False
group_7043	2	0.0016	1.0		False
group_7031	2	0.0016	1.0		False
group_7030	2	0.0016	1.0		False
group_7025	2	0.0016	1.0		False
group_7022	2	0.0016	1.0		False
group_7018	2	0.0016	1.0		False
group_7005	2	0.0016	1.0		False
group_6980	2	0.0016	1.0		False
group_6975	2	0.0016	1.0		False
group_6971	2	0.0016	1.0		False
group_6970	2	0.0016	1.0		False
group_6969	2	0.0016	1.0		False
group_6968	2	0.0016	1.0		False
group_6966	2	0.0016	1.0		False
group_6965	2	0.0016	1.0		False
group_6964	2	0.0016	1.0		False
group_6963	2	0.0016	1.0		False
group_6962	2	0.0016	1.0		False
group_6961	2	0.0016	1.0		False
group_6960	2	0.0016	1.0		False
group_6959	2	0.0016	1.0		False
group_6958	2	0.0016	1.0		False
group_6957	2	0.0016	1.0		False
group_6956	2	0.0016	1.0		False
group_6955	2	0.0016	1.0		False
group_6954	2	0.0016	1.0		False
group_6951	2	0.0016	1.0		False
group_6948	2	0.0016	1.0		False
group_6946	2	0.0016	1.0		False
group_6928	2	0.0016	1.0		False
group_6927	2	0.0016	1.0		False
group_6880	2	0.0016	1.0		False
group_6879	2	0.0016	1.0		False
group_6877	2	0.0016	1.0		False
group_6876	2	0.0016	1.0		False
group_6866	2	0.0016	1.0		False
group_6865	2	0.0016	1.0		False
group_6863	2	0.0016	1.0		False
group_6860	2	0.0016	1.0		False
group_6858	2	0.0016	1.0		False
group_6851	2	0.0016	1.0		False
group_6850	2	0.0016	1.0		False
group_6849	2	0.0016	1.0		False
group_6848	2	0.0016	1.0		False
group_6847	2	0.0016	1.0		False
group_6845	2	0.0016	1.0		False
group_6839	2	0.0016	1.0		False
group_6827	2	0.0016	1.0		False
group_6826	2	0.0016	1.0		False
group_6825	2	0.0016	1.0		False
group_6815	2	0.0016	1.0		False
group_6813	2	0.0016	1.0		False
group_6812	2	0.0016	1.0		False
group_6811	2	0.0016	1.0		False
group_6810	2	0.0016	1.0		False
group_6791	2	0.0016	1.0		False
group_6760	2	0.0016	1.0		False
group_6757	2	0.0016	1.0		False
group_6756	2	0.0016	1.0		False
group_6741	2	0.0016	1.0		False
group_6723	2	0.0016	1.0		False
group_6722	2	0.0016	1.0		False
group_6721	2	0.0016	1.0		False
group_6720	2	0.0016	1.0		False
group_6718	2	0.0016	1.0		False
group_6714	2	0.0016	1.0		False
group_6712	2	0.0016	1.0		False
group_6711	2	0.0016	1.0		False
group_6708	2	0.0016	1.0		False
group_6707	2	0.0016	1.0		False
group_6706	2	0.0016	1.0		False
group_6705	2	0.0016	1.0		False
group_6704	2	0.0016	1.0		False
group_6702	2	0.0016	1.0		False
group_6701	2	0.0016	1.0		False
group_6699	2	0.0016	1.0		False
group_6698	2	0.0016	1.0		False
group_6693	2	0.0016	1.0		False
group_6691	2	0.0016	1.0		False
group_6688	2	0.0016	1.0		False
group_6682	2	0.0016	1.0		False
group_6681	2	0.0016	1.0		False
group_6679	2	0.0016	1.0		False
alwI	2	0.0016	1.0		False
group_6676	2	0.0016	1.0		False
group_6675	2	0.0016	1.0		False
group_6672	2	0.0016	1.0		False
mptD	2	0.0016	1.0		False
group_6665	2	0.0016	1.0		False
group_6664	2	0.0016	1.0		False
group_6663	2	0.0016	1.0		False
group_6662	2	0.0016	1.0		False
group_6658	2	0.0016	1.0		False
group_6657	2	0.0016	1.0		False
group_6656	2	0.0016	1.0		False
group_6655	2	0.0016	1.0		False
group_6650	2	0.0016	1.0		False
group_6649	2	0.0016	1.0		False
group_6644	2	0.0016	1.0		False
group_6643	2	0.0016	1.0		False
group_6641	2	0.0016	1.0		False
group_6640	2	0.0016	1.0		False
group_6639	2	0.0016	1.0		False
group_6631	2	0.0016	1.0		False
group_6625	2	0.0016	1.0		False
sec3	2	0.0016	1.0		False
group_6591	2	0.0016	1.0		False
group_6574	2	0.0016	1.0		False
group_6540	2	0.0016	1.0		False
group_6527	2	0.0016	1.0		False
group_6524	2	0.0016	1.0		False
group_6517	2	0.0016	1.0		False
group_6511	2	0.0016	1.0		False
group_6506	2	0.0016	1.0		False
group_6500	2	0.0016	1.0		False
group_6465	2	0.0016	1.0		False
group_6464	2	0.0016	1.0		False
group_6459	2	0.0016	1.0		False
group_6455	2	0.0016	1.0		False
group_6446	2	0.0016	1.0		False
group_6443	2	0.0016	1.0		False
group_6440	2	0.0016	1.0		False
group_6438	2	0.0016	1.0		False
group_6437	2	0.0016	1.0		False
group_6436	2	0.0016	1.0		False
group_6435	2	0.0016	1.0		False
group_6428	2	0.0016	1.0		False
group_6426	2	0.0016	1.0		False
group_6425	2	0.0016	1.0		False
group_6424	2	0.0016	1.0		False
group_6423	2	0.0016	1.0		False
group_6414	2	0.0016	1.0		False
group_6404	2	0.0016	1.0		False
group_6395	2	0.0016	1.0		False
group_6394	2	0.0016	1.0		False
group_6390	2	0.0016	1.0		False
group_6385	2	0.0016	1.0		False
group_6380	2	0.0016	1.0		False
group_6377	2	0.0016	1.0		False
group_6363	2	0.0016	1.0		False
group_6362	2	0.0016	1.0		False
group_6361	2	0.0016	1.0		False
group_6360	2	0.0016	1.0		False
group_6354	2	0.0016	1.0		False
group_6218	2	0.0016	1.0		False
group_6209	2	0.0016	1.0		False
group_6206	2	0.0016	1.0		False
group_6204	2	0.0016	1.0		False
group_6196	2	0.0016	1.0		False
group_6171	2	0.0016	1.0		False
group_6165	2	0.0016	1.0		False
group_6160	2	0.0016	1.0		False
group_6120	2	0.0016	1.0		False
group_6092	2	0.0016	1.0		False
group_6069	2	0.0016	1.0		False
group_6068	2	0.0016	1.0		False
group_6060	2	0.0016	1.0		False
group_6022	2	0.0016	1.0		False
group_6020	2	0.0016	1.0		False
group_6019	2	0.0016	1.0		False
group_6015	2	0.0016	1.0		False
group_6012	2	0.0016	1.0		False
group_5989	2	0.0016	1.0		False
group_5982	2	0.0016	1.0		False
group_5977	2	0.0016	1.0		False
group_5975	2	0.0016	1.0		False
group_5956	2	0.0016	1.0		False
group_5942	2	0.0016	1.0		False
group_5940	2	0.0016	1.0		False
group_5932	2	0.0016	1.0		False
group_5930	2	0.0016	1.0		False
group_5928	2	0.0016	1.0		False
group_5924	2	0.0016	1.0		False
group_5916	2	0.0016	1.0		False
group_5914	2	0.0016	1.0		False
group_5913	2	0.0016	1.0		False
group_5908	2	0.0016	1.0		False
group_5901	2	0.0016	1.0		False
group_5895	2	0.0016	1.0		False
group_5885	2	0.0016	1.0		False
group_5882	2	0.0016	1.0		False
group_5876	2	0.0016	1.0		False
group_5875	2	0.0016	1.0		False
group_5873	2	0.0016	1.0		False
group_5861	2	0.0016	1.0		False
group_5860	2	0.0016	1.0		False
group_5859	2	0.0016	1.0		False
group_5854	2	0.0016	1.0		False
group_5852	2	0.0016	1.0		False
group_5458	2	0.0016	1.0		False
group_5314	2	0.0016	1.0		False
group_5261	2	0.0016	1.0		False
group_5195	2	0.0016	1.0		False
group_5161	2	0.0016	1.0		False
yafV	2	0.0016	1.0		False
group_5045	2	0.0016	1.0		False
group_4930	2	0.0016	1.0		False
group_4909	2	0.0016	1.0		False
group_4741	2	0.0016	1.0		False
group_4713	2	0.0016	1.0		False
group_4669	2	0.0016	1.0		False
group_4663	2	0.0016	1.0		False
group_4424	2	0.0016	1.0		False
group_4386	2	0.0016	1.0		False
group_4307	2	0.0016	1.0		False
group_4268	2	0.0016	1.0		False
group_4205	2	0.0016	1.0		False
group_4194	2	0.0016	1.0		False
group_4180	2	0.0016	1.0		False
group_4139	2	0.0016	1.0		False
group_4119	2	0.0016	0.5		False
group_4101	2	0.0016	1.0		False
group_4098	2	0.0016	1.0		False
group_4091	2	0.0016	1.0		False
group_4089	2	0.0016	1.0		False
group_4067	2	0.0016	1.0		False
yhdG	2	0.0016	1.0		False
group_4051	2	0.0016	1.0		False
group_4050	2	0.0016	1.0		False
group_4010	2	0.0016	1.0		False
group_3988	2	0.0016	1.0		False
group_3876	2	0.0016	1.0		False
group_3870	2	0.0016	1.0		False
group_3807	2	0.0016	1.0		False
group_3805	2	0.0016	1.0		False
group_3802	2	0.0016	1.0		False
group_3773	2	0.0016	1.0		False
group_3754	2	0.0016	0.5		False
group_3738	2	0.0016	1.0		False
group_3696	2	0.0016	1.0		False
group_3672	2	0.0016	1.0		False
group_3668	2	0.0016	1.0		False
group_3654	2	0.0016	1.0		False
group_3641	2	0.0016	1.0		False
group_3638	2	0.0016	1.0		False
group_3614	2	0.0016	1.0		False
group_3604	2	0.0016	1.0		False
group_3592	2	0.0016	1.0		False
group_3492	2	0.0016	1.0		False
group_3475	2	0.0016	1.0		False
group_3365	2	0.0016	1.0		False
group_3283	2	0.0016	1.0		False
group_3273	2	0.0016	1.0		False
group_3239	2	0.0016	1.0		False
group_3222	2	0.0016	1.0		False
group_3197	2	0.0016	1.0		False
group_2938	2	0.0016	1.0		False
group_2920	2	0.0016	1.0		False
group_2909	2	0.0016	1.0		False
group_2905	2	0.0016	1.0		False
lexA	2	0.0016	1.0		False
group_2895	2	0.0016	1.0		False
group_2881	2	0.0016	1.0		False
group_2796	2	0.0016	1.0		False
group_2702	2	0.0016	1.0		False
group_2696	2	0.0016	1.0		False
group_2695	2	0.0016	1.0		False
group_2692	2	0.0016	1.0		False
group_2636	2	0.0016	1.0		False
group_2633	2	0.0016	1.0		False
group_2595	2	0.0016	1.0		False
group_2571	2	0.0016	1.0		False
group_2554	2	0.0016	1.0		False
group_2534	2	0.0016	1.0		False
group_2506	2	0.0016	1.0		False
group_2474	2	0.0016	1.0		False
group_2460	2	0.0016	1.0		False
group_2444	2	0.0016	1.0		False
group_2441	2	0.0016	1.0		False
group_2410	2	0.0016	1.0		False
group_2396	2	0.0016	1.0		False
group_2394	2	0.0016	1.0		False
group_2389	2	0.0016	1.0		False
group_2378	2	0.0016	1.0		False
group_2324	2	0.0016	1.0		False
group_2230	2	0.0016	1.0		False
group_2219	2	0.0016	1.0		False
group_2144	2	0.0016	1.0		False
group_2139	2	0.0016	1.0		False
group_2094	2	0.0016	1.0		False
group_2018	2	0.0016	1.0		False
group_1988	2	0.0016	1.0		False
femA	2	0.0016	1.0		False
group_1976	2	0.0016	1.0		False
group_1972	2	0.0016	1.0		False
group_1961	2	0.0016	1.0		False
group_1937	2	0.0016	1.0		False
group_1934	2	0.0016	1.0		False
group_1879	2	0.0016	1.0		False
group_1841	2	0.0016	1.0		False
group_1840	2	0.0016	1.0		False
group_1837	2	0.0016	1.0		False
group_1828	2	0.0016	1.0		False
group_1824	2	0.0016	1.0		False
group_1814	2	0.0016	1.0		False
group_1800	2	0.0016	1.0		False
group_1788	2	0.0016	1.0		False
group_1787	2	0.0016	1.0		False
group_1782	2	0.0016	1.0		False
group_1780	2	0.0016	1.0		False
group_1777	2	0.0016	1.0		False
group_1776	2	0.0016	1.0		False
group_1773	2	0.0016	1.0		False
group_1771	2	0.0016	1.0		False
group_1762	2	0.0016	1.0		False
group_1761	2	0.0016	1.0		False
group_1743	2	0.0016	1.0		False
group_1732	2	0.0016	1.0		False
group_1729	2	0.0016	1.0		False
group_1727	2	0.0016	1.0		False
group_1726	2	0.0016	1.0		False
group_1725	2	0.0016	1.0		False
group_1724	2	0.0016	1.0		False
group_1723	2	0.0016	1.0		False
group_1722	2	0.0016	1.0		False
group_1721	2	0.0016	1.0		False
group_1719	2	0.0016	1.0		False
group_1718	2	0.0016	1.0		False
group_1716	2	0.0016	1.0		False
group_1715	2	0.0016	1.0		False
group_1714	2	0.0016	1.0		False
group_1713	2	0.0016	1.0		False
group_1712	2	0.0016	1.0		False
group_1711	2	0.0016	1.0		False
group_1710	2	0.0016	1.0		False
group_1709	2	0.0016	1.0		False
group_1708	2	0.0016	1.0		False
group_1705	2	0.0016	1.0		False
group_1675	2	0.0016	1.0		False
group_1674	2	0.0016	1.0		False
group_1668	2	0.0016	1.0		False
group_1649	2	0.0016	1.0		False
group_1633	2	0.0016	1.0		False
group_1631	2	0.0016	1.0		False
group_1624	2	0.0016	1.0		False
group_1622	2	0.0016	1.0		False
group_1597	2	0.0016	1.0		False
group_1579	2	0.0016	1.0		False
dfrG	2	0.0016	1.0		False
group_1576	2	0.0016	1.0		False
group_1575	2	0.0016	1.0		False
group_1552	2	0.0016	1.0		False
group_1550	2	0.0016	1.0		False
group_1532	2	0.0016	1.0		False
group_1531	2	0.0016	1.0		False
group_1521	2	0.0016	1.0		False
group_1519	2	0.0016	1.0		False
group_1517	2	0.0016	1.0		False
group_1506	2	0.0016	1.0		False
group_1500	2	0.0016	1.0		False
group_1499	2	0.0016	1.0		False
group_1495	2	0.0016	1.0		False
group_1493	2	0.0016	1.0		False
group_1492	2	0.0016	1.0		False
group_1474	2	0.0016	1.0		False
group_1473	2	0.0016	1.0		False
group_1472	2	0.0016	1.0		False
group_1464	2	0.0016	1.0		False
group_1463	2	0.0016	1.0		False
group_1462	2	0.0016	1.0		False
group_1461	2	0.0016	1.0		False
group_1460	2	0.0016	1.0		False
group_1458	2	0.0016	1.0		False
group_1457	2	0.0016	1.0		False
group_1456	2	0.0016	1.0		False
group_1451	2	0.0016	1.0		False
tarP	2	0.0016	1.0		False
group_1420	2	0.0016	1.0		False
group_1399	2	0.0016	1.0		False
group_1398	2	0.0016	1.0		False
group_1397	2	0.0016	1.0		False
vraX	2	0.0016	1.0		False
group_1390	2	0.0016	1.0		False
group_1382	2	0.0016	1.0		False
group_1375	2	0.0016	1.0		False
group_1359	2	0.0016	1.0		False
group_1351	2	0.0016	1.0		False
group_1347	2	0.0016	1.0		False
group_1337	2	0.0016	1.0		False
group_1332	2	0.0016	1.0		False
group_1306	2	0.0016	1.0		False
group_1290	2	0.0016	1.0		False
group_1211	2	0.0016	0.5		False
group_1201	2	0.0016	1.0		False
group_1154	2	0.0016	1.0		False
group_1138	2	0.0016	1.0		False
group_1023	2	0.0016	1.0		False
group_1011	2	0.0016	1.0		False
group_981	2	0.0016	1.0		False
group_950	2	0.0016	1.0		False
group_935	2	0.0016	1.0		False
group_928	2	0.0016	1.0		False
group_895	2	0.0016	1.0		False
group_858	2	0.0016	1.0		False
group_844	2	0.0016	1.0		False
group_799	2	0.0016	1.0		False
group_632	2	0.0016	1.0		False
group_580	2	0.0016	1.0		False
group_559	2	0.0016	1.0		False
group_520	2	0.0016	1.0		False
group_515	2	0.0016	1.0		False
group_345	2	0.0016	1.0		False
group_138	2	0.0016	1.0		False
group_88	2	0.0016	1.0		False
group_62	2	0.0016	1.0		False
group_7601	1	0.0008	0.0		False
group_7391	1	0.0008	1.0		False
group_7282	1	0.0008	1.0		False
group_7256	1	0.0008	1.0		False
group_7240	1	0.0008	1.0		False
group_7234	1	0.0008	1.0		False
group_7233	1	0.0008	1.0		False
group_7232	1	0.0008	1.0		False
group_7224	1	0.0008	1.0		False
group_7189	1	0.0008	1.0		False
